[1, 3, 4, 6, 7, 12, 12, 13, 13, 13, 13, 13, 13, 13, 13, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]
[1, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]
[1, 3, 5, 7, 11, 12, 12, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]
[1, 2, 4, 6, 8, 10, 13, 15, 17, 18, 22, 22, 22, 23, 24, 24, 24, 25, 25, 26, 26, 26, 26, 27, 27, 27]
[1, 5, 8, 9, 12, 14, 16, 16, 18, 18, 19, 20, 20, 21, 21, 21, 21, 21, 22, 22, 23, 23, 25, 26, 26, 26]
[1, 4, 6, 7, 8, 13, 16, 16, 16, 16, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17]
[1, 6, 9, 10, 11, 12, 15, 16, 16, 16, 16, 16, 18, 19, 20, 20, 21, 22, 22, 22, 23, 24, 25, 27, 27, 27]
[1, 3, 6, 10, 10, 11, 12, 14, 17, 17, 20, 20, 21, 21, 22, 23, 24, 24, 25, 26, 26, 26, 27, 27, 27, 28]
[1, 5, 7, 9, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]
[1, 5, 7, 9, 10, 11, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]
[1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
[1, 1, 2, 2, 3, 4, 6, 7, 9, 9, 10, 12, 13, 13, 14, 15, 16, 16, 18, 18, 20, 20, 20, 20, 20, 20]
[1, 8, 11, 14, 17, 19, 21, 21, 21, 23, 24, 24, 24, 24, 24, 24, 24, 25, 25, 25, 25, 25, 25, 25, 26, 27]
[1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[1, 2, 3, 3, 6, 9, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11]
[1, 6, 9, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]
[1, 4, 7, 9, 10, 12, 14, 16, 19, 21, 22, 23, 25, 25, 26, 27, 28, 28, 28, 28, 28, 30, 30, 30, 30, 30]
[1, 2, 6, 7, 8, 10, 12, 12, 12, 12, 12, 12, 12, 12, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13]
[1, 7, 9, 11, 12, 13, 13, 18, 19, 19, 19, 19, 20, 20, 20, 21, 21, 21, 21, 21, 22, 22, 22, 22, 22, 22]
[1, 1, 4, 7, 7, 8, 9, 10, 14, 15, 16, 17, 19, 21, 22, 23, 24, 24, 24, 25, 25, 25, 26, 27, 27, 27]
[1, 4, 7, 8, 11, 12, 13, 14, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]
[1, 4, 9, 11, 14, 14, 14, 16, 16, 16, 17, 17, 17, 18, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]
[1, 5, 7, 7, 7, 7, 8, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]
[1, 6, 10, 11, 15, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17]
