[1, 10, 18, 28, 36, 45, 50, 52, 55, 55, 57, 58, 58, 58, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59]
[1, 2, 2, 2, 2, 3, 4, 4, 5, 6, 20, 26, 29, 36, 38, 40, 41, 42, 45, 46, 46, 46, 47, 48, 48, 48]
[1, 4, 4, 4, 4, 4, 4, 4, 4, 5, 17, 29, 35, 37, 40, 41, 42, 42, 42, 43, 45, 45, 45, 45, 46, 46]
[1, 8, 11, 21, 33, 38, 39, 42, 43, 44, 45, 45, 46, 47, 47, 47, 47, 47, 48, 48, 48, 48, 48, 48, 48, 48]
[1, 11, 21, 21, 22, 32, 35, 36, 38, 39, 41, 41, 41, 41, 42, 42, 42, 42, 43, 43, 43, 44, 44, 44, 44, 44]
[1, 9, 11, 12, 13, 13, 13, 13, 14, 26, 31, 34, 36, 37, 38, 38, 38, 38, 38, 39, 39, 39, 39, 39, 40, 40]
[1, 9, 15, 18, 20, 21, 22, 23, 23, 24, 24, 27, 27, 29, 29, 29, 29, 29, 30, 30, 30, 30, 31, 31, 31, 32]
[1, 2, 3, 3, 3, 3, 4, 4, 4, 4, 6, 6, 7, 7, 7, 8, 8, 9, 11, 12, 25, 32, 37, 41, 43, 43]
[1, 13, 20, 34, 38, 41, 45, 50, 52, 53, 53, 56, 60, 60, 61, 61, 61, 61, 61, 61, 61, 61, 61, 61, 61, 61]
[1, 11, 14, 14, 19, 29, 40, 42, 43, 45, 45, 47, 48, 49, 49, 49, 49, 49, 50, 52, 53, 53, 53, 53, 53, 53]
[1, 4, 4, 5, 12, 18, 25, 28, 31, 32, 33, 36, 38, 41, 42, 43, 43, 45, 47, 47, 47, 47, 47, 47, 47, 47]
[1, 7, 15, 22, 25, 31, 33, 34, 36, 37, 37, 38, 39, 39, 41, 42, 42, 43, 43, 43, 43, 43, 43, 43, 43, 44]
[1, 9, 17, 22, 28, 32, 38, 40, 44, 44, 46, 46, 46, 47, 47, 48, 48, 48, 48, 48, 48, 48, 49, 49, 49, 49]
[1, 7, 8, 9, 9, 9, 9, 10, 11, 11, 12, 18, 18, 20, 21, 24, 26, 26, 26, 26, 27, 27, 27, 27, 27, 27]
[1, 9, 15, 23, 33, 39, 43, 49, 50, 53, 53, 53, 54, 56, 58, 59, 60, 60, 60, 60, 61, 61, 61, 62, 62, 62]
[1, 4, 5, 12, 20, 26, 32, 33, 35, 37, 39, 42, 43, 45, 45, 45, 46, 47, 47, 48, 48, 48, 48, 48, 48, 49]
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[1, 4, 4, 4, 4, 4, 5, 5, 6, 6, 6, 7, 8, 8, 9, 9, 9, 9, 9, 10, 11, 12, 12, 13, 23, 35]
[1, 4, 4, 5, 14, 21, 27, 29, 32, 36, 39, 41, 43, 43, 45, 45, 45, 45, 47, 47, 48, 49, 49, 49, 49, 49]
[1, 7, 17, 28, 33, 34, 37, 37, 38, 39, 39, 40, 41, 42, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43]
[1, 9, 20, 25, 36, 42, 44, 46, 51, 53, 56, 58, 59, 59, 59, 59, 59, 60, 60, 60, 60, 60, 60, 60, 60, 60]
[1, 13, 27, 29, 31, 33, 35, 36, 36, 38, 38, 38, 38, 38, 38, 38, 38, 39, 39, 39, 39, 39, 39, 39, 39, 39]
[1, 8, 9, 17, 23, 27, 31, 37, 41, 42, 44, 45, 46, 46, 47, 47, 47, 47, 48, 48, 48, 48, 48, 48, 48, 48]
[1, 3, 3, 4, 14, 19, 23, 26, 26, 27, 27, 28, 30, 32, 32, 34, 36, 36, 36, 36, 36, 36, 36, 37, 38, 38]
[1, 5, 8, 22, 31, 34, 36, 38, 42, 42, 45, 45, 46, 47, 47, 47, 47, 47, 47, 48, 48, 48, 48, 48, 48, 48]
